Time,Pitch angle,Roll angle,Pitch rate,Roll rate,Yaw rate,Long acc,Lat acc,Norm acc,True HDG,IRS GS,IRS Alt,IRS Vert acc,IRS Flight path angle,Press alt,IAS,TAS,Temp,GPS Track,GPS GS,GPS Alt,Fuel,Elevator,Aileron,Rudder,Tab Angle,True AoA
36.673,-2.763,-0.769,-0.102,0.684,0.234,0.178,0.053,1.047,-160.95,87.125,147.5,0.038,-0.302,193,95,95,14,200,81,37,666.365,3.867,-0.923,4.02,-0.693,1.707
36.693,-2.769,-0.758,-0.156,0.734,0.176,0.179,0.058,1.037,-160.944,87.25,147.5,0.028,-0.302,193,96,95,14,200,81,37,666.365,3.855,-0.869,4.482,-0.689,1.664
36.713,-2.774,-0.753,-0.227,0.742,0.129,0.18,0.061,1.03,-160.939,87.375,147.5,0.021,-0.302,193,96,95,14,200,81,37,666.365,3.943,-0.985,4.031,-0.72,1.66
36.733,-2.785,-0.742,-0.32,0.68,0.027,0.181,0.065,1.025,-160.939,87.375,147.5,0.016,-0.302,192,96,95,14,200,81,37,666.365,3.911,-0.822,3.998,-0.709,1.679
36.753,-2.791,-0.736,-0.355,0.633,-0.031,0.18,0.068,1.015,-160.933,87.5,147.5,0.007,-0.297,192,96,95,14,200,81,37,666.365,3.862,-0.902,3.972,-0.692,1.661
36.773,-2.802,-0.731,-0.379,0.566,-0.094,0.18,0.067,1.012,-160.939,87.5,147.5,0.003,-0.297,192,96,95,14,200,81,37,666.365,3.861,-0.979,3.914,-0.691,1.653
36.793,-2.818,-0.747,-0.426,0.445,-0.164,0.181,0.064,1.008,-160.939,87.625,147.5,-0.001,-0.297,192,96,95,14,200,81,37,666.365,3.856,-0.957,3.904,-0.69,1.647
36.813,-2.823,-0.758,-0.465,0.074,-0.262,0.181,0.059,1.002,-160.939,87.875,147,-0.007,-0.297,192,96,95,14,200,81,37,666.365,3.815,-0.863,3.882,-0.675,1.625
36.823,-2.829,-0.769,-0.48,-0.141,-0.301,0.181,0.052,0.993,-160.939,87.875,147,-0.016,-0.297,192,96,95,14,200,81,37,666.365,3.828,-0.611,3.797,-0.679,1.624
36.843,-2.834,-0.78,-0.473,-0.324,-0.344,0.18,0.048,0.987,-160.944,88,147,-0.022,-0.297,192,96,95,14,200,81,37,666.365,3.748,-0.964,3.793,-0.652,1.657
36.863,-2.834,-0.807,-0.348,-0.621,-0.43,0.18,0.046,0.981,-160.955,88,147,-0.029,-0.297,192,96,95,14,200,81,37,666.365,3.822,-0.98,3.686,-0.678,1.675
36.883,-2.829,-0.824,-0.238,-0.746,-0.461,0.181,0.043,0.964,-160.955,88,147,-0.037,-0.297,192,96,95,14,200,81,36,666.365,3.831,-0.984,3.46,-0.681,1.686
36.903,-2.818,-0.84,-0.098,-0.855,-0.48,0.181,0.036,0.956,-160.966,88.125,147,-0.054,-0.297,192,96,95,14,200,81,36,666.365,3.768,-0.873,3.422,-0.658,1.685
36.923,-2.796,-0.851,0.059,-0.922,-0.496,0.181,0.033,0.95,-160.983,88.375,147,-0.06,-0.308,192,96,95,14,200,81,36,666.365,3.855,-0.817,3.378,-0.689,1.684
36.943,-2.78,-0.862,0.375,-0.887,-0.52,0.18,0.029,0.946,-160.983,88.375,147,-0.063,-0.308,192,96,95,14,200,81,36,666.365,3.864,-0.968,3.227,-0.693,1.677
36.963,-2.763,-0.862,0.551,-0.77,-0.543,0.177,0.024,0.957,-160.994,88.5,147,-0.052,-0.335,192,96,95,14,200,85,36,666.365,3.827,-0.968,3.124,-0.679,1.678
36.983,-2.741,-0.857,0.719,-0.598,-0.574,0.176,0.022,0.969,-161.016,88.5,147,-0.041,-0.352,192,96,95,14,200,85,36,666.365,3.78,-0.989,2.821,-0.663,1.681
37.014,-2.714,-0.84,0.945,-0.215,-0.625,0.176,0.02,0.983,-161.016,88.625,147,-0.026,-0.352,192,96,95,14,200,85,36,666.365,3.841,-0.946,2.721,-0.684,1.676
37.034,-2.703,-0.829,0.992,-0.031,-0.637,0.175,0.019,1.024,-161.032,88.75,147,-0.008,-0.352,192,96,95,14,200,85,36,666.365,3.763,-0.96,2.69,-0.657,1.677
37.054,-2.686,-0.818,0.996,0.148,-0.645,0.173,0.016,1.046,-161.032,88.75,147,0.037,-0.352,192,96,95,14,200,85,36,666.365,3.862,-0.977,2.655,-0.691,1.654
37.074,-2.681,-0.802,0.961,0.332,-0.66,0.173,0.015,1.067,-161.054,88.875,147,0.057,-0.33,192,96,95,14,200,85,36,666.365,3.797,-0.996,2.657,-0.669,1.666
37.094,-2.67,-0.769,0.773,0.691,-0.687,0.171,0.014,1.081,-161.076,89,147,0.072,-0.302,192,98,97,14,200,85,36,666.365,3.855,-1.019,2.642,-0.689,1.695
37.114,-2.675,-0.753,0.633,0.836,-0.691,0.171,0.015,1.098,-161.076,89,147,0.089,-0.302,192,98,97,14,200,85,36,666.365,3.806,-1.022,2.688,-0.672,1.729
37.134,-2.681,-0.742,0.465,0.918,-0.695,0.17,0.014,1.1,-161.098,89.125,147,0.091,-0.264,192,98,97,14,200,85,36,666.062,3.791,-1.088,2.669,-0.667,1.771
37.144,-2.697,-0.736,0.078,0.797,-0.707,0.171,0.013,1.099,-161.12,89.25,147,0.09,-0.242,192,98,97,14,200,85,36,666.062,3.732,-1.06,2.59,-0.646,1.764
37.164,-2.714,-0.742,-0.133,0.637,-0.703,0.172,0.013,1.094,-161.12,89.25,147,0.085,-0.242,192,98,97,14,200,85,36,666.062,3.732,-1.032,2.566,-0.646,1.751
37.184,-2.73,-0.753,-0.348,0.441,-0.691,0.173,0.011,1.071,-161.142,89.375,147,0.062,-0.225,192,98,97,14,200,85,36,666.062,3.731,-1.076,2.559,-0.646,1.661
37.204,-2.747,-0.758,-0.547,0.227,-0.68,0.172,0.01,1.06,-161.158,89.5,147,0.051,-0.214,192,98,97,14,200,85,36,666.062,3.731,-1.074,2.558,-0.645,1.624
37.224,-2.785,-0.775,-0.902,-0.129,-0.641,0.17,0.007,1.049,-161.158,89.5,147,0.04,-0.214,192,98,97,14,200,85,36,666.062,3.73,-1.077,2.555,-0.645,1.695
37.244,-2.802,-0.78,-1.027,-0.266,-0.617,0.169,0.004,1.02,-161.175,89.625,147,0.01,-0.209,192,98,97,14,200,85,36,666.062,3.728,-1.033,2.408,-0.645,1.691
37.264,-2.818,-0.786,-1.113,-0.359,-0.602,0.17,0.004,1,-161.191,89.625,147,-0.009,-0.209,192,98,97,14,200,85,36,666.062,3.733,-1.065,2.401,-0.646,1.679
37.284,-2.84,-0.797,-1.102,-0.461,-0.602,0.172,0.003,0.982,-161.191,89.75,147,-0.028,-0.203,192,98,97,14,200,85,36,666.062,3.729,-1.075,2.37,-0.645,1.682
37.304,-2.845,-0.802,-1.016,-0.488,-0.621,0.173,0.002,0.963,-161.213,89.875,147,-0.047,-0.214,192,98,97,14,200,85,36,666.062,3.732,-1.069,2.349,-0.646,1.658
37.324,-2.845,-0.807,-0.879,-0.5,-0.629,0.169,-0.002,0.927,-161.213,89.875,147,-0.083,-0.214,192,98,97,14,200,85,36,666.062,3.739,-1.07,2.323,-0.649,1.627
37.344,-2.84,-0.813,-0.695,-0.484,-0.637,0.167,-0.003,0.917,-161.235,90.125,147,-0.093,-0.242,192,98,97,14,200,85,36,666.062,3.673,-1.07,1.822,-0.626,1.619
37.364,-2.829,-0.797,-0.242,-0.281,-0.633,0.165,-0.003,0.917,-161.252,90.25,147,-0.092,-0.258,192,98,97,14,200,85,36,666.062,3.453,-1.075,1.819,-0.548,1.625
37.384,-2.818,-0.786,-0.031,-0.113,-0.605,0.161,-0.005,0.947,-161.252,90.25,147,-0.063,-0.258,192,98,97,14,200,85,36,666.062,3.666,-1.067,1.826,-0.623,1.66
37.404,-2.807,-0.775,0.168,0.07,-0.582,0.157,-0.009,0.973,-161.274,90.375,147,-0.036,-0.264,192,98,97,14,200,85,36,666.062,3.428,-1.058,1.729,-0.54,1.677
37.424,-2.785,-0.758,0.484,0.332,-0.574,0.153,-0.011,1.004,-161.29,90.5,147,-0.005,-0.258,192,98,97,14,200,85,36,666.062,3.452,-1.063,1.438,-0.548,1.66
37.444,-2.78,-0.753,0.566,0.398,-0.578,0.149,-0.013,1.063,-161.29,90.5,147,0.026,-0.258,192,98,97,14,200,85,36,666.062,3.445,-1.174,1.262,-0.545,1.649
37.464,-2.774,-0.747,0.594,0.426,-0.578,0.146,-0.021,1.089,-161.312,90.5,147,0.081,-0.236,192,98,97,14,200,85,36,666.062,3.252,-1.188,1.127,-0.478,1.659
37.484,-2.774,-0.747,0.566,0.418,-0.578,0.144,-0.025,1.109,-161.329,90.625,147,0.1,-0.22,192,99,97,14,200,85,36,666.062,3.229,-1.084,1.048,-0.47,1.661
37.504,-2.78,-0.736,0.363,0.367,-0.496,0.144,-0.029,1.117,-161.329,90.625,147,0.108,-0.22,192,99,98,14,200,85,36,666.062,3.293,-1.252,0.966,-0.493,1.654
37.524,-2.791,-0.736,0.199,0.32,-0.434,0.149,-0.035,1.106,-161.34,90.75,147,0.097,-0.209,192,99,98,14,200,85,36,666.062,3.219,-1.176,0.876,-0.467,1.649
37.544,-2.807,-0.742,0.004,0.25,-0.367,0.15,-0.037,1.095,-161.351,90.75,147,0.085,-0.209,192,99,98,14,200,85,36,666.062,3.21,-1.253,0.893,-0.462,1.638
37.564,-2.84,-0.758,-0.434,0.152,-0.305,0.15,-0.038,1.081,-161.351,90.875,147,0.072,-0.192,192,99,98,14,200,85,36,666.062,3.288,-1.084,0.858,-0.491,1.635
37.584,-2.862,-0.764,-0.656,-0.109,-0.184,0.151,-0.04,1.065,-161.356,91,147,0.056,-0.176,192,99,98,14,200,85,36,666.062,3.216,-1.22,0.867,-0.466,1.647
37.604,-2.878,-0.775,-0.863,-0.227,-0.113,0.155,-0.045,1.026,-161.356,91,147,0.016,-0.176,192,99,98,14,200,85,36,666.062,3.228,-1.256,0.858,-0.47,1.63
37.624,-2.906,-0.78,-1.043,-0.324,-0.035,0.156,-0.048,1.005,-161.362,91.125,147,-0.004,-0.181,192,99,98,14,200,85,36,666.062,3.209,-1.074,0.855,-0.463,1.606
37.644,-2.95,-0.791,-1.309,-0.418,0.109,0.155,-0.051,0.983,-161.362,91.25,147,-0.026,-0.187,192,99,98,14,200,85,36,666.062,3.209,-1.074,0.859,-0.463,1.595
37.664,-2.966,-0.791,-1.367,-0.395,0.18,0.152,-0.052,0.943,-161.362,91.25,147,-0.067,-0.187,192,99,98,14,200,85,36,666.062,3.154,-1.157,0.871,-0.443,1.619
37.685,-2.983,-0.786,-1.371,-0.328,0.246,0.15,-0.049,0.922,-161.356,91.375,147,-0.087,-0.203,192,99,98,14,200,85,36,666.062,3.185,-1.227,0.89,-0.455,1.606
37.705,-3.005,-0.775,-1.23,-0.219,0.324,0.148,-0.045,0.903,-161.351,91.5,147,-0.106,-0.231,192,99,98,14,200,85,36,666.062,3.208,-1.075,0.992,-0.463,1.634
37.725,-3.01,-0.775,-1.09,-0.031,0.477,0.146,-0.04,0.888,-161.351,91.5,147,-0.121,-0.231,192,99,98,14,200,85,36,666.062,3.205,-1.077,1.151,-0.462,1.626
37.745,-3.01,-0.78,-0.922,0.012,0.566,0.148,-0.029,0.869,-161.334,91.625,146.5,-0.14,-0.264,192,99,98,14,200,85,36,666.062,3.175,-1.074,1.292,-0.451,1.608
37.765,-3.01,-0.786,-0.73,0.016,0.656,0.149,-0.025,0.869,-161.318,91.75,146.5,-0.14,-0.302,192,99,98,14,200,85,36,666.062,3.127,-1.074,1.406,-0.434,1.585
37.785,-2.999,-0.791,-0.305,-0.043,0.805,0.15,-0.02,0.874,-161.318,91.75,146.5,-0.136,-0.302,192,99,98,14,200,85,36,666.062,3.207,-1.083,1.664,-0.462,1.574
37.805,-2.988,-0.786,-0.086,-0.016,0.863,0.152,-0.014,0.9,-161.29,91.875,146.5,-0.126,-0.324,192,99,99,14,200,85,36,666.062,3.081,-1.076,1.897,-0.418,1.58
37.825,-2.972,-0.775,0.133,0.055,0.898,0.152,0,0.92,-161.268,91.875,146.5,-0.09,-0.324,192,99,99,14,200,85,36,666.062,3.08,-1.074,1.874,-0.417,1.567
37.845,-2.95,-0.769,0.32,0.141,0.914,0.15,0.008,0.94,-161.268,92,146.5,-0.07,-0.341,192,99,99,14,200,85,36,666.062,3.18,-1.052,2.372,-0.453,1.553
37.865,-2.944,-0.769,0.582,0.23,0.945,0.148,0.014,0.959,-161.241,92.125,146.5,-0.05,-0.352,192,99,99,14,200,85,36,666.062,3.112,-1.068,2.579,-0.43,1.542
37.885,-2.933,-0.775,0.645,0.191,0.961,0.147,0.027,0.997,-161.241,92.125,146.5,-0.011,-0.352,192,99,99,14,200,85,36,666.062,3.083,-1.077,2.797,-0.419,1.523
37.905,-2.928,-0.78,0.652,0.121,0.973,0.147,0.032,1.013,-161.219,92.25,146.5,0.005,-0.357,192,100,99,14,200,85,36,666.062,3.08,-1.052,3.141,-0.418,1.515
37.925,-2.917,-0.797,0.578,-0.07,0.945,0.148,0.036,1.026,-161.191,92.375,146.5,0.018,-0.363,192,100,99,14,200,85,36,666.062,3.078,-0.998,3.363,-0.417,1.534
37.945,-2.911,-0.797,0.523,-0.148,0.914,0.149,0.04,1.041,-161.191,92.375,146.5,0.027,-0.363,192,100,99,14,200,85,36,666.062,3.08,-1.028,3.653,-0.418,1.555
37.965,-2.906,-0.802,0.473,-0.211,0.879,0.148,0.046,1.045,-161.164,92.5,146.5,0.036,-0.363,192,100,99,14,200,90,36,666.062,3.08,-1.059,3.837,-0.418,1.543
37.985,-2.9,-0.813,0.441,-0.285,0.836,0.147,0.05,1.045,-161.142,92.625,146.5,0.036,-0.368,192,100,99,14,200,90,36,666.062,3.08,-1.041,3.844,-0.418,1.536
38.005,-2.884,-0.835,0.434,-0.414,0.754,0.146,0.052,1.039,-161.142,92.625,146.5,0.031,-0.368,192,100,99,14,200,90,36,666.062,3.079,-1.062,4.037,-0.418,1.539
38.025,-2.873,-0.846,0.465,-0.488,0.703,0.148,0.059,1.024,-161.115,92.75,146.5,0.016,-0.368,192,100,99,14,200,90,36,666.062,3.08,-1.04,4.131,-0.417,1.559
38.045,-2.856,-0.857,0.523,-0.566,0.648,0.149,0.063,1.019,-161.098,92.875,146.5,0.011,-0.368,192,100,99,14,200,90,36,666.062,3.079,-1.08,4.413,-0.418,1.574
38.065,-2.818,-0.884,0.707,-0.711,0.512,0.148,0.067,1.015,-161.098,92.875,146.5,0.007,-0.368,192,100,99,14,200,90,36,666.062,3.078,-1.073,4.138,-0.417,1.574
38.085,-2.802,-0.895,0.828,-0.766,0.43,0.148,0.07,1.008,-161.082,93,146.5,0.003,-0.368,192,100,99,14,200,90,36,666.062,3.081,-1.073,4.286,-0.418,1.582
38.105,-2.774,-0.906,0.965,-0.785,0.34,0.149,0.071,1.007,-161.082,93,146.5,0,-0.368,192,103,100,14,200,90,36,666.062,3.08,-1.037,3.994,-0.418,1.589
38.125,-2.758,-0.912,1.09,-0.754,0.25,0.15,0.072,1.011,-161.071,93,146.5,0.003,-0.368,192,103,100,14,200,90,36,666.062,3.08,-1.053,3.953,-0.418,1.594
38.145,-2.708,-0.906,1.289,-0.508,0.051,0.151,0.072,1.02,-161.065,93.125,146.5,0.012,-0.352,192,103,100,14,200,90,36,666.062,3.077,-1.08,3.902,-0.417,1.592
38.165,-2.686,-0.901,1.344,-0.375,-0.055,0.151,0.068,1.05,-161.065,93.125,146.5,0.042,-0.352,192,103,100,14,200,90,36,666.062,3.078,-1.074,3.808,-0.417,1.588
38.185,-2.67,-0.906,1.363,-0.277,-0.16,0.151,0.066,1.064,-161.065,93.375,146.5,0.057,-0.33,192,103,100,14,200,90,36,666.062,3.078,-1.078,3.704,-0.417,1.562
38.205,-2.642,-0.912,1.277,-0.18,-0.262,0.151,0.065,1.074,-161.076,93.5,146.5,0.067,-0.313,192,103,100,14,200,90,36,666.062,3.079,-1.082,3.424,-0.418,1.564
38.225,-2.637,-0.912,1.184,-0.145,-0.453,0.152,0.063,1.081,-161.076,93.5,146.5,0.073,-0.313,192,103,100,14,200,90,36,666.062,3.077,-1.273,3.292,-0.417,1.591
38.245,-2.626,-0.912,1.066,-0.109,-0.551,0.153,0.057,1.084,-161.087,93.625,146.5,0.077,-0.286,192,103,100,14,200,90,36,666.062,3.078,-1.264,2.919,-0.417,1.602
38.265,-2.626,-0.912,0.922,-0.07,-0.637,0.154,0.053,1.085,-161.104,93.75,146.5,0.078,-0.253,192,103,100,14,200,90,36,666.062,3.08,-1.078,2.718,-0.418,1.61
38.285,-2.631,-0.906,0.562,-0.012,-0.777,0.153,0.05,1.086,-161.104,93.75,146.5,0.078,-0.253,192,103,100,14,200,90,36,666.062,3.078,-1.101,2.508,-0.417,1.619
38.305,-2.631,-0.912,0.371,-0.027,-0.84,0.155,0.042,1.08,-161.12,93.75,146.5,0.072,-0.231,192,103,100,14,200,90,36,666.062,3.079,-1.311,2.361,-0.418,1.632
38.325,-2.637,-0.923,0.184,-0.098,-0.895,0.156,0.035,1.073,-161.147,93.75,146.5,0.065,-0.231,192,103,100,14,200,90,36,666.062,3.078,-1.456,1.905,-0.417,1.636
38.345,-2.659,-0.945,-0.195,-0.324,-0.945,0.157,0.03,1.065,-161.147,93.875,146.5,0.057,-0.22,192,103,100,14,200,90,36,666.062,3.079,-1.246,1.743,-0.418,1.638
38.365,-2.675,-0.945,-0.379,-0.387,-1.023,0.157,0.026,1.054,-161.175,94,146.5,0.046,-0.209,192,103,100,14,200,90,36,666.062,3.077,-1.44,1.323,-0.417,1.646
38.386,-2.692,-0.956,-0.555,-0.426,-1.055,0.158,0.017,1.031,-161.175,94,146.5,0.023,-0.209,192,103,100,14,200,90,36,666.062,3.081,-1.429,0.914,-0.418,1.645
38.406,-2.708,-0.967,-0.707,-0.477,-1.082,0.159,0.009,1.018,-161.202,94.125,146.5,0.01,-0.203,192,103,100,14,200,90,36,666.062,3.081,-1.492,0.832,-0.418,1.648
38.426,-2.747,-0.994,-0.949,-0.629,-1.102,0.158,0.002,1.003,-161.235,94.25,146.5,-0.005,-0.198,192,103,100,14,200,90,36,666.062,3.082,-1.478,0.616,-0.418,1.645
38.446,-2.763,-1,-1.027,-0.684,-1.082,0.158,-0.002,0.974,-161.235,94.25,146.5,-0.021,-0.198,192,103,100,14,200,90,36,666.062,3.08,-1.487,0.547,-0.418,1.644
38.466,-2.774,-1.005,-1.07,-0.68,-1.059,0.157,-0.01,0.964,-161.263,94.375,146.5,-0.044,-0.209,192,103,100,14,200,90,36,666.062,3.079,-1.478,0.539,-0.418,1.664
38.486,-2.802,-1.005,-1.074,-0.629,-1.039,0.156,-0.016,0.958,-161.296,94.5,146,-0.05,-0.231,192,103,100,14,200,90,36,666.062,3.079,-1.481,0.331,-0.417,1.67
38.506,-2.812,-1,-0.98,-0.43,-0.984,0.155,-0.021,0.954,-161.296,94.5,146,-0.054,-0.231,192,109,108,14,200,90,36,666.062,3.078,-1.342,0.258,-0.417,1.663
38.526,-2.818,-1,-0.906,-0.309,-0.941,0.154,-0.027,0.949,-161.323,94.625,146,-0.06,-0.242,192,109,108,14,200,90,36,666.062,3.077,-1.387,0.272,-0.417,1.639
38.546,-2.823,-0.994,-0.805,-0.203,-0.902,0.153,-0.029,0.95,-161.351,94.625,146,-0.059,-0.253,192,109,108,14,200,90,36,666.062,3.081,-1.496,0.29,-0.418,1.652
38.566,-2.829,-0.989,-0.57,-0.016,-0.82,0.151,-0.031,0.955,-161.351,94.75,146,-0.054,-0.253,192,109,108,14,200,90,36,666.062,3.079,-1.486,0.278,-0.417,1.661
38.586,-2.829,-0.983,-0.441,0.074,-0.785,0.146,-0.033,0.97,-161.378,94.875,146,-0.047,-0.258,192,109,108,14,200,90,36,666.062,3.082,-1.485,0.28,-0.419,1.664
38.606,-2.823,-0.978,-0.32,0.168,-0.742,0.147,-0.032,0.975,-161.4,94.875,146,-0.034,-0.258,192,109,108,14,200,90,36,666.062,3.08,-1.432,0.327,-0.417,1.679
38.626,-2.823,-0.972,-0.203,0.25,-0.684,0.148,-0.031,0.978,-161.4,95,146,-0.031,-0.264,192,109,108,14,200,90,36,666.062,3.08,-1.498,0.384,-0.417,1.681
38.646,-2.818,-0.972,0,0.258,-0.562,0.148,-0.032,0.982,-161.422,95.125,146,-0.027,-0.264,192,109,108,14,200,90,36,666.062,3.08,-1.473,0.34,-0.418,1.69
38.666,-2.812,-0.978,0.117,0.18,-0.512,0.149,-0.035,0.981,-161.422,95.125,146,-0.028,-0.264,192,109,108,14,200,90,36,666.062,3.079,-1.492,0.348,-0.417,1.69
38.686,-2.802,-0.983,0.227,0.086,-0.453,0.151,-0.036,0.978,-161.439,95.25,146,-0.031,-0.28,192,109,108,14,200,90,36,666.062,3.078,-1.457,0.316,-0.417,1.688
38.706,-2.78,-0.983,0.43,-0.031,-0.328,0.151,-0.036,0.98,-161.45,95.375,146,-0.029,-0.308,192,109,108,14,200,90,36,666.062,3.075,-1.494,0.308,-0.417,1.672
38.726,-2.769,-0.983,0.516,-0.031,-0.277,0.15,-0.036,0.985,-161.45,95.375,146,-0.024,-0.308,192,109,108,14,200,90,36,666.062,3.08,-1.34,0.278,-0.418,1.668
38.746,-2.758,-0.978,0.574,-0.023,-0.223,0.148,-0.038,0.998,-161.461,95.5,146,-0.012,-0.313,191,109,108,14,200,90,36,666.062,3.078,-1.282,0.263,-0.417,1.637
38.766,-2.747,-0.978,0.609,-0.008,-0.172,0.147,-0.036,1.006,-161.466,95.625,146,-0.003,-0.297,191,109,108,14,200,90,36,666.062,3.081,-1.494,0.263,-0.418,1.623
38.786,-2.73,-0.967,0.633,0.043,-0.082,0.148,-0.034,1.015,-161.466,95.625,146,0.006,-0.297,191,109,108,14,200,90,36,666.062,3.076,-1.499,0.265,-0.417,1.651
38.806,-2.725,-0.961,0.625,0.113,-0.031,0.147,-0.032,1.035,-161.472,95.75,146,0.026,-0.291,191,109,108,14,200,90,36,666.062,3.081,-1.472,0.274,-0.418,1.7
38.826,-2.719,-0.956,0.594,0.187,0.027,0.146,-0.032,1.044,-161.472,95.75,146,0.035,-0.291,191,109,108,14,200,90,36,666.062,3.078,-1.238,0.267,-0.417,1.72
38.846,-2.719,-0.939,0.469,0.266,0.082,0.147,-0.03,1.048,-161.472,95.75,146,0.039,-0.286,191,109,108,14,200,90,36,666.062,3.08,-1.368,0.264,-0.418,1.741
38.866,-2.714,-0.934,0.383,0.379,0.195,0.148,-0.029,1.049,-161.472,95.875,146,0.04,-0.28,191,109,108,14,200,90,36,666.062,3.08,-1.494,0.27,-0.418,1.741
38.886,-2.714,-0.928,0.289,0.383,0.238,0.15,-0.028,1.046,-161.472,95.875,146,0.037,-0.28,191,109,108,14,200,90,35,666.062,3.03,-1.49,0.315,-0.4,1.784
38.906,-2.719,-0.928,0.184,0.363,0.297,0.149,-0.028,1.043,-161.466,96,146,0.034,-0.275,191,110,108,14,200,90,35,666.062,3.052,-1.247,0.294,-0.408,1.81
38.926,-2.725,-0.928,0,0.254,0.41,0.148,-0.028,1.042,-161.455,96.125,146,0.033,-0.275,191,110,108,14,200,90,35,666.062,3.031,-1.208,0.335,-0.401,1.809
38.946,-2.719,-0.928,-0.059,0.199,0.477,0.145,-0.025,1.033,-161.455,96.125,146,0.025,-0.275,191,110,108,14,200,90,35,666.062,2.878,-1.264,0.351,-0.347,1.797
38.966,-2.725,-0.934,-0.094,0.129,0.547,0.145,-0.024,1.028,-161.439,96.25,146,0.02,-0.269,191,110,108,14,200,94,35,666.062,2.83,-1.246,0.369,-0.33,1.812
38.986,-2.73,-0.945,-0.148,0.055,0.617,0.144,-0.022,1.023,-161.422,96.375,146,0.014,-0.269,191,110,108,14,200,94,35,666.062,3.054,-1.271,0.48,-0.409,1.818
39.006,-2.736,-0.95,-0.168,-0.098,0.762,0.144,-0.017,1.02,-161.422,96.375,146,0.011,-0.269,191,110,108,14,200,94,35,666.062,3.078,-1.237,0.545,-0.417,1.839
39.026,-2.736,-0.95,-0.164,-0.137,0.809,0.145,-0.005,1.028,-161.4,96.5,146,0.02,-0.253,191,110,108,14,200,94,35,666.062,2.764,-1.221,0.636,-0.307,1.843
39.046,-2.736,-0.95,-0.164,-0.145,0.844,0.145,0.002,1.036,-161.378,96.5,146,0.027,-0.231,191,110,108,14,200,94,35,666.062,2.705,-1.06,0.582,-0.286,1.868
39.066,-2.741,-0.945,-0.184,-0.082,0.859,0.143,0.011,1.044,-161.378,96.625,146,0.036,-0.231,191,110,108,14,200,94,35,666.062,2.919,-1.064,0.583,-0.361,1.884
39.087,-2.747,-0.945,-0.195,-0.039,0.844,0.142,0.02,1.05,-161.356,96.75,146,0.042,-0.214,191,110,108,14,200,94,35,666.062,2.518,-1.22,0.538,-0.221,1.897
39.107,-2.747,-0.945,-0.203,-0.02,0.816,0.143,0.033,1.049,-161.329,96.75,146,0.042,-0.214,191,110,108,14,200,94,35,666.062,2.454,-1.239,0.539,-0.199,1.902
39.127,-2.758,-0.945,-0.242,-0.016,0.789,0.144,0.036,1.047,-161.329,96.875,146,0.04,-0.203,191,110,108,14,200,94,35,665.759,2.451,-1.079,0.535,-0.198,1.885
39.147,-2.774,-0.928,-0.332,0.094,0.75,0.143,0.036,1.042,-161.307,97,146,0.035,-0.198,191,110,108,14,200,94,35,665.759,2.443,-1.075,0.551,-0.195,1.881
39.167,-2.78,-0.923,-0.363,0.207,0.723,0.146,0.034,1.027,-161.307,97,146,0.02,-0.198,191,110,108,14,200,94,35,665.759,2.403,-1.187,0.579,-0.181,1.894
39.187,-2.785,-0.912,-0.383,0.328,0.676,0.149,0.032,1.021,-161.285,97.125,146,0.013,-0.192,191,110,108,14,200,94,35,665.759,2.411,-1.253,0.68,-0.184,1.871
39.207,-2.807,-0.901,-0.477,0.461,0.598,0.151,0.029,1.013,-161.268,97.125,146,0.005,-0.187,191,110,108,14,200,94,35,665.759,2.437,-1.181,0.675,-0.193,1.859
39.227,-2.823,-0.901,-0.574,0.414,0.59,0.151,0.026,1.003,-161.268,97.125,146,-0.001,-0.187,191,110,108,14,200,94,35,665.759,2.357,-1.064,0.539,-0.165,1.861
39.247,-2.834,-0.906,-0.672,0.324,0.586,0.149,0.021,0.996,-161.246,97.25,146,-0.012,-0.187,191,110,108,14,200,94,35,665.759,2.305,-1.146,0.533,-0.147,1.843
39.267,-2.867,-0.923,-0.742,0.203,0.582,0.15,0.018,0.984,-161.23,97.375,146,-0.024,-0.198,191,110,108,14,200,94,35,665.759,2.302,-1.237,0.534,-0.145,1.839
39.287,-2.873,-0.928,-0.828,-0.062,0.617,0.151,0.014,0.968,-161.23,97.375,146,-0.041,-0.198,191,110,108,14,200,94,35,665.759,2.298,-1.267,0.525,-0.144,1.845
39.307,-2.884,-0.939,-0.809,-0.176,0.641,0.151,0.005,0.933,-161.208,97.5,146,-0.076,-0.22,191,110,108,14,200,94,35,665.759,2.302,-1.278,0.506,-0.146,1.839
39.327,-2.878,-0.945,-0.734,-0.266,0.664,0.151,0.001,0.916,-161.186,97.625,146,-0.093,-0.247,191,110,110,14,200,94,35,665.759,2.301,-1.257,0.329,-0.145,1.859
39.347,-2.867,-0.945,-0.41,-0.301,0.727,0.151,-0.004,0.905,-161.186,97.625,146,-0.103,-0.247,191,110,110,14,200,94,35,665.759,2.307,-1.104,0.238,-0.147,1.861
39.367,-2.862,-0.939,-0.203,-0.234,0.773,0.15,-0.009,0.913,-161.164,97.75,145.5,-0.105,-0.286,191,110,110,14,200,94,35,665.759,2.295,-1.079,0.248,-0.143,1.841
39.387,-2.851,-0.934,-0.004,-0.129,0.832,0.145,-0.014,0.93,-161.164,97.75,145.5,-0.079,-0.286,191,110,110,14,200,94,35,665.759,2.332,-1.078,0.251,-0.157,1.817
