Time,Pitch angle,Roll angle,Pitch rate,Roll rate,Yaw rate,Long acc,Lat acc,Norm acc,True HDG,IRS GS,IRS Alt,IRS Vert acc,IRS Flight path angle,Press alt,IAS,TAS,Temp,GPS Track,GPS GS,GPS Alt,Fuel,Elevator,Aileron,Rudder,Tab Angle,True AoA
0.06,-2.087,-0.363,-0.465,0.223,11.047,-0.061,0.089,1.017,35.392,8.25,155.5,0.02,0,203,22,25,14,25,8,41,669.395,23.584,-1.092,-1.1,-7.594,2.457
0.08,-2.098,-0.368,-0.52,0.156,11.043,-0.063,0.089,1.012,35.739,8.25,155.5,0.015,0,203,22,25,14,25,8,41,669.395,23.507,-1.09,-1.096,-7.567,2.456
0.1,-2.109,-0.374,-0.598,0.074,11.039,-0.064,0.088,1.005,35.739,8.25,155.5,0.007,0,203,22,25,14,25,8,41,669.395,23.692,-1.088,-1.12,-7.632,2.455
0.12,-2.115,-0.379,-0.598,0.066,11.035,-0.064,0.088,0.988,36.085,8.125,155.5,-0.01,0,203,22,25,14,25,8,41,669.395,23.493,-1.082,-1.107,-7.562,2.456
0.141,-2.12,-0.379,-0.578,0.094,11.031,-0.065,0.09,0.981,36.425,8.125,155.5,-0.017,0,203,22,25,14,25,8,41,669.395,23.492,-1.081,-1.094,-7.562,2.456
0.161,-2.12,-0.374,-0.469,0.23,11.012,-0.067,0.092,0.973,36.425,8.125,155.5,-0.024,0,203,22,25,14,25,8,41,669.395,23.75,-1.079,-1.089,-7.653,2.456
0.181,-2.115,-0.368,-0.383,0.312,10.988,-0.067,0.092,0.967,36.771,8.125,156,-0.031,0,203,22,25,14,25,8,41,669.395,23.502,-1.087,-1.094,-7.566,2.457
0.201,-2.109,-0.363,-0.273,0.41,10.957,-0.071,0.095,0.957,36.771,8.125,156,-0.04,0,203,22,25,14,25,8,41,669.395,23.482,-1.087,-1.082,-7.558,2.456
0.221,-2.104,-0.352,-0.145,0.52,10.926,-0.073,0.097,0.954,37.117,8.125,156,-0.043,0,203,22,25,14,25,8,41,669.395,23.484,-1.091,-1.05,-7.559,2.456
0.241,-2.087,-0.335,0.137,0.738,10.863,-0.076,0.099,0.952,37.452,8,156,-0.045,0,203,22,25,14,25,8,41,669.395,23.527,-1.094,-1.034,-7.575,2.457
0.261,-2.071,-0.324,0.281,0.816,10.844,-0.079,0.099,0.95,37.452,8,156,-0.047,0,203,22,25,14,25,8,41,669.395,23.551,-1.094,-1.009,-7.583,2.455
0.281,-2.054,-0.319,0.434,0.867,10.828,-0.078,0.099,0.949,37.793,8,156,-0.048,0,203,22,25,14,25,8,41,669.395,23.485,-1.092,-1.046,-7.56,2.454
0.301,-2.021,-0.308,0.699,0.887,10.82,-0.077,0.099,0.951,38.134,8,156,-0.047,0,203,22,25,14,25,8,41,669.395,23.513,-1.092,-1.005,-7.569,2.454
0.321,-2.005,-0.308,0.816,0.828,10.789,-0.077,0.1,0.954,38.134,8,156,-0.044,0,203,22,25,14,25,8,41,669.395,23.484,-1.019,-0.986,-7.559,2.454
0.341,-1.983,-0.308,0.918,0.742,10.777,-0.077,0.098,0.964,38.474,8,156,-0.033,0,203,22,25,14,25,8,41,669.395,23.481,-1.094,-1.025,-7.558,2.453
0.361,-1.967,-0.313,1,0.633,10.77,-0.077,0.097,0.971,38.809,7.875,156,-0.026,0,203,22,25,14,25,8,41,669.395,23.483,-1.054,-1.036,-7.559,2.454
0.381,-1.934,-0.319,1.086,0.414,10.742,-0.078,0.096,0.981,38.809,7.875,156,-0.017,0,203,22,25,14,25,8,41,669.395,23.481,-1.007,-1.011,-7.558,2.454
0.401,-1.917,-0.33,1.082,0.316,10.727,-0.082,0.094,1.001,39.144,7.875,156,0.004,0,203,22,25,14,25,8,41,669.395,23.506,-1.025,-1.003,-7.567,2.453
0.421,-1.906,-0.335,1.051,0.227,10.707,-0.082,0.091,1.009,39.479,7.875,156,0.012,0,203,22,25,14,25,8,41,669.395,23.495,-1.021,-1.031,-7.563,2.453
0.441,-1.89,-0.346,0.898,0.094,10.684,-0.08,0.088,1.017,39.479,7.875,156,0.02,0,203,22,25,14,25,8,41,669.395,23.484,-1.054,-1.07,-7.559,2.453
0.461,-1.884,-0.346,0.785,0.07,10.664,-0.079,0.085,1.025,39.814,7.875,156,0.028,0,203,22,25,14,25,8,41,669.395,23.485,-1.005,-1.089,-7.56,2.453
0.481,-1.884,-0.346,0.652,0.086,10.66,-0.079,0.084,1.039,39.814,7.875,156,0.042,0,203,22,25,14,25,8,41,669.395,23.478,-1.003,-1.061,-7.557,2.453
0.501,-1.884,-0.341,0.504,0.125,10.66,-0.079,0.083,1.046,40.15,7.75,156,0.048,0,203,22,25,14,25,8,41,669.395,23.481,-1,-1.077,-7.558,2.453
0.521,-1.89,-0.335,0.184,0.242,10.645,-0.078,0.081,1.051,40.485,7.75,156,0.053,0,203,22,25,14,25,8,41,669.395,23.485,-1,-1.115,-7.559,2.453
0.541,-1.895,-0.33,0.031,0.328,10.633,-0.078,0.082,1.057,40.485,7.75,156,0.057,0,203,22,25,14,25,8,41,669.395,23.506,-0.997,-1.094,-7.567,2.453
0.561,-1.901,-0.324,-0.102,0.43,10.625,-0.078,0.082,1.056,40.814,7.75,156,0.058,0,203,22,25,14,25,8,41,669.395,23.484,-0.999,-1.053,-7.56,2.453
0.581,-1.912,-0.308,-0.227,0.539,10.617,-0.078,0.081,1.054,41.149,7.75,156,0.056,0,203,22,25,14,25,8,41,669.395,23.485,-0.998,-1.044,-7.559,2.453
0.601,-1.923,-0.297,-0.398,0.707,10.605,-0.077,0.081,1.05,41.149,7.75,156,0.052,0,203,22,25,14,25,8,41,669.395,23.483,-1.015,-1.049,-7.559,2.453
0.621,-1.928,-0.291,-0.445,0.77,10.598,-0.078,0.082,1.04,41.479,7.625,156,0.042,0,203,22,25,14,25,8,41,669.395,23.488,-0.993,-1.042,-7.56,2.452
0.641,-1.928,-0.28,-0.461,0.816,10.594,-0.077,0.083,1.033,41.814,7.625,156,0.035,0,203,22,25,14,25,8,41,669.395,23.483,-0.992,-1.041,-7.559,2.452
0.661,-1.934,-0.275,-0.43,0.828,10.586,-0.076,0.084,1.026,41.814,7.625,156,0.029,0,203,22,25,14,25,8,41,669.395,23.477,-0.992,-0.938,-7.557,2.453
0.681,-1.939,-0.269,-0.402,0.789,10.582,-0.074,0.085,1.011,42.144,7.625,156,0.014,0,203,22,25,14,25,8,41,669.395,23.483,-0.99,-0.939,-7.559,2.451
0.701,-1.939,-0.269,-0.359,0.738,10.578,-0.072,0.087,1.004,42.473,7.625,156,0.006,0,203,22,25,14,25,8,41,669.395,23.486,-0.991,-0.93,-7.56,2.452
0.721,-1.939,-0.269,-0.242,0.684,10.57,-0.069,0.089,0.994,42.473,7.625,156,-0.003,0,203,22,25,14,25,8,41,669.395,23.573,-0.988,-0.838,-7.59,2.451
0.741,-1.934,-0.269,-0.172,0.543,10.562,-0.066,0.089,0.984,42.803,7.5,156,-0.014,0,203,22,25,14,25,8,41,669.395,23.481,-1.012,-0.84,-7.558,2.452
0.761,-1.928,-0.275,-0.098,0.461,10.551,-0.06,0.086,0.965,42.803,7.5,156,-0.033,0,203,22,25,14,25,8,41,669.395,23.483,-1.048,-0.839,-7.559,2.453
0.781,-1.928,-0.275,-0.027,0.379,10.539,-0.059,0.086,0.956,43.138,7.5,156,-0.042,0,203,22,25,14,25,8,41,669.395,23.523,-0.998,-0.834,-7.573,2.452
0.801,-1.917,-0.275,0.098,0.293,10.504,-0.058,0.085,0.948,43.462,7.5,156,-0.05,0,203,22,25,14,25,8,41,669.395,23.491,-0.998,-0.832,-7.562,2.452
0.821,-1.912,-0.275,0.145,0.281,10.488,-0.056,0.083,0.937,43.462,7.5,156,-0.057,0,203,22,25,14,25,8,41,669.395,23.481,-0.999,-0.835,-7.558,2.453
0.842,-1.906,-0.275,0.191,0.289,10.477,-0.055,0.078,0.936,43.792,7.5,156,-0.062,0,203,22,25,14,25,8,41,669.395,23.482,-0.999,-0.852,-7.558,2.452
0.862,-1.89,-0.269,0.285,0.305,10.461,-0.054,0.077,0.937,44.121,7.5,156,-0.062,0,203,22,25,14,25,8,41,669.395,23.499,-1.003,-0.925,-7.565,2.452
0.882,-1.884,-0.264,0.344,0.398,10.449,-0.054,0.077,0.938,44.121,7.5,156,-0.061,0,203,22,25,14,25,8,41,669.395,23.531,-1.001,-0.88,-7.576,2.452
0.902,-1.873,-0.253,0.398,0.461,10.445,-0.05,0.076,0.944,44.445,7.5,156,-0.054,0,203,22,25,14,25,8,41,669.395,23.487,-1.009,-0.857,-7.56,2.452
0.922,-1.862,-0.253,0.437,0.516,10.441,-0.049,0.076,0.951,44.775,7.5,156,-0.048,0,203,22,25,14,25,8,41,669.395,23.491,-1.036,-0.978,-7.562,2.453
0.942,-1.846,-0.242,0.52,0.582,10.441,-0.049,0.076,0.958,44.775,7.5,156,-0.041,0,203,22,25,14,36,8,41,669.395,23.485,-1.008,-1.022,-7.559,2.453
0.962,-1.829,-0.236,0.559,0.613,10.441,-0.049,0.078,0.974,45.099,7.375,156,-0.024,0,203,22,25,14,36,8,41,669.395,23.513,-1.013,-0.985,-7.57,2.454
0.982,-1.818,-0.231,0.586,0.633,10.445,-0.048,0.077,0.983,45.423,7.375,156,-0.015,0,203,22,25,14,36,8,41,669.395,23.484,-1.015,-0.935,-7.559,2.455
1.002,-1.802,-0.225,0.625,0.637,10.453,-0.047,0.075,0.992,45.423,7.375,156,-0.006,0,203,22,25,14,36,8,41,669.395,23.48,-1.004,-1.001,-7.557,2.455
1.022,-1.791,-0.22,0.625,0.609,10.477,-0.047,0.075,1.002,45.753,7.375,156,0.003,0,203,22,25,14,36,8,41,669.395,23.482,-0.999,-1.032,-7.558,2.453
1.042,-1.78,-0.22,0.617,0.598,10.488,-0.047,0.074,1.02,45.753,7.375,156,0.021,0,203,22,25,14,36,8,41,669.395,23.531,-0.999,-1.038,-7.576,2.455
1.062,-1.774,-0.214,0.605,0.578,10.508,-0.046,0.072,1.027,46.082,7.375,156,0.028,0,203,22,25,14,36,8,41,669.395,23.491,-0.997,-1.046,-7.561,2.454
1.082,-1.758,-0.214,0.547,0.504,10.562,-0.046,0.07,1.036,46.412,7.375,156,0.037,0,203,22,25,14,36,8,41,669.395,23.532,-0.995,-1.056,-7.576,2.454
1.102,-1.752,-0.214,0.5,0.457,10.594,-0.047,0.069,1.051,46.412,7.375,156,0.046,0,203,22,25,14,36,8,41,669.395,23.484,-0.997,-1.055,-7.559,2.454
1.122,-1.752,-0.214,0.441,0.422,10.629,-0.05,0.069,1.057,46.741,7.375,156,0.058,0,203,22,25,14,36,8,41,669.395,23.477,-0.993,-1.05,-7.557,2.454
1.142,-1.747,-0.214,0.367,0.406,10.656,-0.05,0.067,1.061,47.076,7.25,156,0.062,0,203,22,25,14,36,8,41,669.395,23.481,-0.994,-1.044,-7.558,2.454
1.162,-1.752,-0.209,0.195,0.398,10.695,-0.049,0.064,1.063,47.076,7.25,156,0.064,0,203,22,25,14,36,8,41,669.395,23.495,-0.994,-1.074,-7.563,2.454
1.182,-1.758,-0.209,0.102,0.41,10.715,-0.047,0.062,1.064,47.411,7.25,156,0.065,0,203,21,25,14,36,8,41,669.395,23.497,-0.993,-1.11,-7.564,2.454
1.202,-1.758,-0.203,0.008,0.43,10.742,-0.047,0.062,1.06,47.747,7.25,156,0.061,0,203,21,25,14,36,8,41,669.395,23.483,-0.991,-1.115,-7.559,2.453
1.222,-1.769,-0.198,-0.168,0.5,10.812,-0.046,0.061,1.055,47.747,7.25,156,0.056,0,203,21,25,14,36,8,41,669.395,23.487,-0.989,-1.118,-7.56,2.454
1.242,-1.78,-0.192,-0.254,0.52,10.852,-0.045,0.059,1.043,48.082,7.25,156,0.051,0,203,21,25,14,36,8,41,669.395,23.492,-0.985,-1.118,-7.562,2.453
1.262,-1.785,-0.187,-0.344,0.531,10.898,-0.044,0.058,1.034,48.082,7.25,156,0.035,0,203,21,25,14,36,8,41,669.395,23.483,-0.992,-1.117,-7.559,2.454
1.282,-1.796,-0.187,-0.437,0.543,10.949,-0.043,0.058,1.025,48.422,7.25,156,0.026,0,203,21,25,14,36,8,41,669.395,23.481,-0.989,-1.084,-7.557,2.453
1.302,-1.818,-0.181,-0.602,0.551,11.039,-0.042,0.059,1.016,48.768,7.25,156,0.017,0,203,21,25,14,36,8,41,669.395,23.478,-0.99,-1.056,-7.557,2.454
1.322,-1.835,-0.181,-0.672,0.531,11.086,-0.038,0.06,0.996,48.768,7.25,156,-0.003,0,203,21,25,14,36,8,41,669.395,23.479,-0.994,-1.051,-7.558,2.456
1.342,-1.846,-0.181,-0.734,0.496,11.137,-0.037,0.061,0.987,49.114,7.25,156,-0.012,0,203,21,25,14,36,8,41,669.395,23.518,-0.997,-1.051,-7.571,2.454
1.362,-1.868,-0.181,-0.805,0.434,11.215,-0.036,0.063,0.977,49.46,7.25,156,-0.022,0,203,21,25,14,36,8,41,669.395,23.487,-0.994,-0.898,-7.56,2.455
1.382,-1.879,-0.187,-0.809,0.402,11.254,-0.032,0.063,0.957,49.46,7.25,156,-0.033,0,203,20,23,14,36,8,41,669.395,23.484,-0.999,-0.914,-7.559,2.455
1.402,-1.89,-0.187,-0.809,0.363,11.293,-0.031,0.063,0.95,49.812,7.25,156,-0.049,0,203,20,23,14,36,8,41,669.395,23.499,-1,-0.839,-7.565,2.454
1.422,-1.901,-0.187,-0.793,0.328,11.328,-0.032,0.064,0.945,50.164,7.25,156,-0.055,0,203,20,23,14,36,8,41,669.395,23.497,-1,-0.835,-7.563,2.455
1.442,-1.912,-0.187,-0.695,0.305,11.395,-0.032,0.066,0.941,50.164,7.25,156,-0.059,0,203,20,23,14,36,8,41,669.395,23.482,-1.001,-0.832,-7.559,2.455
1.462,-1.912,-0.187,-0.617,0.312,11.414,-0.033,0.064,0.938,50.521,7.25,156,-0.061,0,203,20,23,14,36,8,41,669.395,23.483,-1.003,-0.831,-7.559,2.454
1.482,-1.912,-0.192,-0.512,0.312,11.437,-0.035,0.062,0.94,50.878,7.25,156,-0.059,0,203,20,23,14,36,8,41,669.395,23.504,-1.003,-0.833,-7.566,2.455
1.502,-1.901,-0.192,-0.223,0.305,11.477,-0.037,0.062,0.943,50.878,7.25,156,-0.056,0,203,20,23,14,36,8,41,669.395,23.512,-1.004,-0.823,-7.569,2.454
1.523,-1.89,-0.192,-0.055,0.293,11.508,-0.042,0.062,0.954,51.235,7.25,156,-0.051,0,203,20,23,14,36,8,41,669.395,23.51,-1,-0.825,-7.568,2.454
1.543,-1.879,-0.198,0.125,0.277,11.543,-0.043,0.059,0.963,51.592,7.25,156,-0.036,0,203,20,23,14,36,8,41,669.395,23.478,-1.002,-0.821,-7.557,2.453
1.563,-1.846,-0.203,0.301,0.246,11.594,-0.046,0.06,0.975,51.592,7.25,156.5,-0.024,0,203,20,23,14,36,8,41,669.395,23.495,-1.001,-0.82,-7.563,2.453
1.583,-1.829,-0.214,0.629,0.152,11.691,-0.048,0.062,0.989,51.96,7.25,156.5,-0.011,0,203,20,23,14,36,8,41,669.395,23.484,-0.997,-0.811,-7.559,2.453
1.603,-1.807,-0.22,0.773,0.125,11.727,-0.051,0.069,1.017,51.96,7.25,156.5,0.018,0,203,20,23,14,36,8,41,669.395,23.484,-0.996,-0.795,-7.559,2.453
1.623,-1.791,-0.225,0.895,0.105,11.75,-0.051,0.071,1.031,52.322,7.125,156.5,0.032,0,203,20,23,14,36,8,41,669.395,23.485,-0.997,-0.817,-7.56,2.453
1.643,-1.763,-0.231,1.008,0.102,11.742,-0.051,0.073,1.043,52.685,7.125,156.5,0.044,0,203,20,23,14,36,8,41,669.395,23.509,-0.994,-0.81,-7.568,2.454
1.663,-1.752,-0.231,0.984,0.133,11.73,-0.048,0.075,1.058,52.685,7.125,156.5,0.053,0,203,20,23,14,36,8,41,669.395,23.548,-0.993,-0.821,-7.581,2.453
1.683,-1.747,-0.225,0.922,0.187,11.727,-0.046,0.077,1.062,53.053,7.125,156.5,0.063,0,203,20,23,14,36,8,41,669.395,23.531,-0.988,-0.824,-7.575,2.453
1.703,-1.747,-0.225,0.812,0.258,11.723,-0.044,0.077,1.062,53.416,7.125,156.5,0.063,0,203,20,23,14,36,8,41,669.395,23.48,-0.99,-0.828,-7.558,2.453
1.723,-1.752,-0.214,0.496,0.406,11.734,-0.042,0.078,1.059,53.416,7.125,156.5,0.06,0,203,20,23,14,36,8,41,669.395,23.482,-0.989,-0.83,-7.559,2.452
1.743,-1.758,-0.203,0.297,0.488,11.75,-0.04,0.078,1.047,53.784,7.125,156.5,0.048,0,203,20,23,14,36,8,41,669.395,23.481,-0.989,-0.832,-7.558,2.452
1.763,-1.769,-0.198,0.07,0.578,11.77,-0.038,0.08,1.039,54.152,7.125,156.5,0.04,0,203,20,23,14,36,8,41,669.395,23.527,-0.99,-0.834,-7.574,2.453
1.783,-1.802,-0.176,-0.387,0.676,11.789,-0.037,0.081,1.032,54.152,7.125,156.5,0.033,0,203,20,23,14,36,8,41,669.395,23.484,-1.004,-0.834,-7.559,2.453
1.803,-1.818,-0.165,-0.602,0.852,11.797,-0.036,0.082,1.025,54.52,7.125,156.5,0.026,0,203,21,0,14,36,8,41,669.395,23.487,-0.99,-0.834,-7.56,2.454
1.823,-1.84,-0.154,-0.797,0.914,11.793,-0.034,0.086,1.01,54.52,7.125,156.5,0.011,0,203,21,0,14,36,8,41,669.395,23.499,-0.989,-0.83,-7.564,2.453
1.843,-1.857,-0.148,-0.965,0.957,11.789,-0.034,0.087,1.004,54.888,7.125,156.5,0.005,0,203,21,0,14,36,8,41,669.395,23.485,-0.995,-0.819,-7.56,2.454
1.863,-1.895,-0.132,-1.199,0.977,11.781,-0.035,0.087,0.999,55.256,7,156.5,0,0,203,21,0,14,36,8,41,669.395,23.482,-0.992,-0.823,-7.559,2.454
1.883,-1.912,-0.126,-1.262,0.949,11.793,-0.038,0.087,0.99,55.256,7,156.5,-0.01,0,203,21,0,14,36,8,41,669.395,23.482,-1.042,-0.834,-7.558,2.453
1.903,-1.934,-0.121,-1.297,0.906,11.805,-0.04,0.088,0.987,55.624,7,156.5,-0.012,0,203,21,0,14,36,8,41,669.395,23.492,-1.027,-0.836,-7.561,2.453
1.923,-1.961,-0.115,-1.254,0.855,11.816,-0.042,0.088,0.985,55.997,7,156.5,-0.014,0,203,21,0,14,36,8,41,669.395,23.564,-1.026,-0.834,-7.587,2.453
1.943,-1.972,-0.115,-1.18,0.734,11.824,-0.043,0.089,0.982,55.997,7,156.5,-0.016,0,203,21,0,14,46,8,41,669.395,23.495,-1.035,-0.839,-7.564,2.454
1.963,-1.978,-0.115,-1.082,0.66,11.82,-0.042,0.088,0.982,56.365,7,156.5,-0.017,0,203,21,0,14,46,7,41,669.395,23.485,-1.022,-0.834,-7.56,2.455
1.983,-1.983,-0.115,-0.957,0.582,11.812,-0.043,0.087,0.982,56.733,7,156.5,-0.017,0,203,21,0,14,46,7,41,669.395,23.497,-1.001,-0.841,-7.564,2.454
2.003,-1.994,-0.121,-0.691,0.437,11.789,-0.043,0.087,0.982,56.733,7,156.5,-0.017,0,203,21,0,14,46,7,41,669.395,23.485,-1.004,-0.84,-7.56,2.453
2.023,-1.994,-0.126,-0.559,0.383,11.785,-0.043,0.084,0.983,57.101,7,156.5,-0.016,0,203,21,0,14,46,7,41,669.395,23.487,-1.003,-0.832,-7.56,2.455
2.043,-1.994,-0.126,-0.426,0.34,11.785,-0.043,0.082,0.983,57.475,7,156.5,-0.016,0,203,21,0,14,46,7,41,669.395,23.488,-1.003,-0.831,-7.561,2.454
2.063,-1.989,-0.126,-0.18,0.312,11.781,-0.042,0.081,0.984,57.475,7,156.5,-0.016,0,203,21,0,14,46,7,41,669.395,23.491,-1.003,-0.834,-7.561,2.453
2.083,-1.989,-0.121,-0.078,0.309,11.762,-0.042,0.081,0.984,57.843,7,156.5,-0.015,0,203,21,23,14,46,7,41,669.395,23.523,-1.004,-0.821,-7.573,2.455
2.103,-1.983,-0.121,0.004,0.348,11.742,-0.042,0.079,0.981,57.843,7,156.5,-0.018,0,203,21,23,14,46,7,41,669.395,23.502,-1,-0.811,-7.565,2.454
2.123,-1.983,-0.115,0.066,0.41,11.719,-0.042,0.078,0.979,58.206,7,156.5,-0.02,0,203,21,23,14,46,7,41,669.395,23.484,-0.999,-0.813,-7.559,2.453
2.143,-1.978,-0.104,0.117,0.547,11.68,-0.042,0.078,0.977,58.574,7,156.5,-0.022,0,203,21,23,14,46,7,41,669.395,23.507,-0.997,-0.817,-7.567,2.454
2.163,-1.978,-0.093,0.121,0.613,11.664,-0.044,0.078,0.974,58.574,7,156.5,-0.025,0,203,21,23,14,46,7,41,669.395,23.477,-0.994,-0.826,-7.557,2.452
2.183,-1.978,-0.093,0.113,0.672,11.652,-0.045,0.078,0.974,58.936,7,156.5,-0.025,0,203,21,23,14,46,7,41,669.395,23.481,-0.992,-0.805,-7.558,2.452
2.203,-1.978,-0.082,0.098,0.711,11.645,-0.046,0.077,0.976,59.304,7,156.5,-0.023,0,203,22,23,14,46,7,41,669.395,23.483,-0.991,-0.808,-7.559,2.452
2.224,-1.983,-0.077,0.035,0.742,11.652,-0.047,0.077,0.979,59.304,7,156.5,-0.019,0,203,22,23,14,46,7,41,669.395,23.483,-0.993,-0.807,-7.559,2.45
2.244,-1.989,-0.071,-0.012,0.734,11.648,-0.048,0.077,0.992,59.667,6.875,156.5,-0.007,0,203,22,23,14,46,7,41,669.395,23.528,-0.992,-0.807,-7.574,2.451
2.264,-1.989,-0.071,-0.07,0.723,11.641,-0.049,0.076,0.997,60.029,6.875,156.5,-0.002,0,203,22,23,14,46,7,41,669.395,23.503,-0.992,-0.794,-7.566,2.452
2.284,-2.005,-0.066,-0.187,0.672,11.621,-0.049,0.074,1.003,60.029,6.875,156.5,0.004,0,203,22,23,14,46,7,41,669.395,23.487,-0.996,-0.793,-7.56,2.451
2.304,-2.01,-0.066,-0.254,0.625,11.617,-0.051,0.074,1.015,60.397,6.875,156.5,0.011,0,203,22,23,14,46,7,41,669.395,23.496,-0.992,-0.793,-7.563,2.451
2.324,-2.016,-0.066,-0.309,0.586,11.617,-0.052,0.074,1.02,60.76,6.875,156.5,0.021,0,203,22,23,14,46,7,41,669.395,23.483,-0.989,-0.697,-7.559,2.45
2.344,-2.032,-0.071,-0.359,0.547,11.621,-0.053,0.074,1.025,60.76,6.875,156.5,0.026,0,203,22,23,14,46,7,41,669.395,23.479,-0.99,-0.707,-7.558,2.449
2.364,-2.038,-0.071,-0.453,0.457,11.625,-0.053,0.072,1.028,61.122,6.875,156.5,0.029,0,203,22,23,14,46,7,41,669.395,23.482,-1.003,-0.669,-7.558,2.449
2.384,-2.049,-0.071,-0.484,0.43,11.625,-0.054,0.071,1.031,61.122,6.875,156.5,0.032,0,203,22,23,14,46,7,41,669.395,23.486,-0.988,-0.639,-7.56,2.449
2.404,-2.054,-0.071,-0.508,0.418,11.625,-0.054,0.072,1.031,61.485,6.875,156.5,0.032,0,203,22,23,14,46,7,41,669.395,23.557,-0.995,-0.631,-7.585,2.449
2.424,-2.065,-0.06,-0.512,0.445,11.609,-0.054,0.073,1.028,61.848,6.75,156.5,0.03,0,203,22,23,14,46,7,41,669.395,23.518,-0.993,-0.542,-7.571,2.448
2.444,-2.071,-0.055,-0.496,0.477,11.598,-0.054,0.072,1.019,61.848,6.75,156.5,0.026,0,203,22,23,14,46,7,41,669.395,23.483,-0.999,-0.498,-7.558,2.449
2.464,-2.076,-0.049,-0.465,0.52,11.594,-0.054,0.073,1.013,62.21,6.75,156.5,0.014,0,203,22,23,14,46,7,41,669.395,23.575,-1.002,-0.49,-7.591,2.45
2.484,-2.082,-0.044,-0.422,0.574,11.578,-0.054,0.074,1.006,62.573,6.75,156.5,0.008,0,203,22,23,14,46,7,41,669.395,23.484,-1.002,-0.478,-7.559,2.451
2.504,-2.087,-0.038,-0.336,0.664,11.543,-0.054,0.076,1,62.573,6.75,156.5,0.001,0,203,22,0,14,46,7,41,669.395,23.485,-1.003,-0.487,-7.559,2.451
2.524,-2.087,-0.033,-0.301,0.687,11.531,-0.054,0.078,0.989,62.935,6.75,156.5,-0.009,0,203,22,0,14,46,7,41,669.395,23.484,-1.003,-0.487,-7.559,2.451
2.544,-2.093,-0.027,-0.273,0.699,11.527,-0.055,0.079,0.986,63.298,6.75,156.5,-0.013,0,203,22,0,14,46,7,41,669.395,23.482,-1.001,-0.487,-7.558,2.453
2.564,-2.098,-0.022,-0.223,0.691,11.512,-0.055,0.08,0.983,63.298,6.75,156.5,-0.016,0,203,22,0,14,46,7,41,669.395,23.548,-1.001,-0.453,-7.582,2.451
2.584,-2.098,-0.022,-0.203,0.668,11.496,-0.055,0.08,0.978,63.655,6.75,156.5,-0.018,0,203,22,0,14,46,7,41,669.395,23.489,-1,-0.42,-7.561,2.453
2.604,-2.104,-0.022,-0.203,0.629,11.484,-0.055,0.078,0.976,64.017,6.75,156.5,-0.022,0,203,21,0,14,46,7,41,669.395,23.789,-0.998,-0.277,-7.665,2.451
2.624,-2.115,-0.022,-0.211,0.578,11.477,-0.055,0.077,0.975,64.017,6.75,156.5,-0.024,0,203,21,0,14,46,7,41,669.395,23.603,-0.999,-0.255,-7.6,2.452
2.644,-2.12,-0.027,-0.25,0.445,11.469,-0.053,0.076,0.975,64.374,6.75,156.5,-0.023,0,203,21,0,14,46,7,41,669.395,23.53,-0.998,-0.25,-7.575,2.452
2.664,-2.126,-0.038,-0.285,0.371,11.465,-0.053,0.074,0.977,64.731,6.75,156.5,-0.022,0,203,21,0,14,46,7,41,669.395,23.518,-0.997,-0.212,-7.571,2.453
2.684,-2.142,-0.049,-0.355,0.223,11.465,-0.053,0.072,0.98,64.731,6.75,156.5,-0.019,0,203,21,0,14,46,7,41,669.395,23.567,-0.996,-0.232,-7.588,2.453
2.704,-2.148,-0.055,-0.395,0.16,11.461,-0.052,0.072,0.987,65.094,6.625,156.5,-0.015,0,203,21,0,14,46,7,41,669.395,23.752,-0.995,-0.211,-7.653,2.453
2.724,-2.159,-0.055,-0.437,0.113,11.453,-0.053,0.07,0.991,65.451,6.625,156.5,-0.007,0,203,21,0,14,46,7,41,669.395,23.554,-0.994,-0.176,-7.584,2.452
2.744,-2.175,-0.066,-0.484,0.09,11.441,-0.054,0.069,0.996,65.451,6.625,156.5,-0.002,0,203,21,0,14,46,7,41,669.395,23.491,-0.993,-0.178,-7.562,2.453
2.764,-2.192,-0.066,-0.594,0.105,11.414,-0.055,0.068,1.003,65.808,6.625,156.5,0.005,0,203,21,0,14,46,7,41,669.395,23.506,-0.992,-0.18,-7.567,2.453
2.784,-2.203,-0.066,-0.645,0.145,11.398,-0.058,0.067,1.016,65.808,6.625,156.5,0.017,0,203,21,0,14,46,7,41,669.395,23.503,-0.991,-0.178,-7.566,2.452
2.804,-2.214,-0.066,-0.691,0.207,11.387,-0.058,0.068,1.022,66.165,6.625,157,0.023,0,203,21,23,14,46,7,41,669.395,23.483,-0.989,-0.255,-7.559,2.453
2.824,-2.241,-0.055,-0.766,0.387,11.363,-0.059,0.068,1.027,66.522,6.625,157,0.028,0,203,21,23,14,46,7,41,669.395,23.482,-0.989,-0.265,-7.558,2.453
2.844,-2.252,-0.049,-0.801,0.488,11.355,-0.061,0.07,1.035,66.522,6.625,157,0.037,0,202,21,23,14,46,7,41,669.395,23.502,-0.991,-0.286,-7.565,2.453
2.864,-2.269,-0.038,-0.828,0.586,11.344,-0.062,0.072,1.037,66.874,6.5,157,0.038,0,202,21,23,14,46,7,41,669.395,23.563,-0.99,-0.295,-7.587,2.454
