T56-A,Exact version not stated,"Saarlas, M., ""Aircraft Performance"", Wiley (2006), Figure D11 - D13, https://doi.org/10.1002/9780470117859.app4"
Tyne RTy11,"Technically RTy.11, but the full stop has been omitted to avoid any issues that may arrise from the file name.","Hill, PG., Peterson CR., ""Mechanics and Thermodynamics Of Propulsion"", Addison-Wesley 1965, Figure 6-27, https://archive.org/details/MechanicsAndThermodynamicsOfPropulsionHillPeterson/"
