Efficiency,Speed (RPM),Torque (Nm)
0.958,2462.10025,187.8215898
0.958,2509.938612,189.042484
0.958,2571.62399,190.2635311
0.958,2610.649236,190.9613139
0.958,2662.266355,193.0539401
0.958,2716.401113,195.1465941
0.958,2765.498754,196.5418402
0.958,2805.784199,197.7626511
0.958,2847.328003,198.8091379
0.958,2894.538335,200.5530393
0.958,2935.453189,201.7738572
0.958,2972.591584,202.9946333
0.958,2997.139026,203.1692423
0.96,1683.949043,305.348931
0.96,1717.226454,314.8642217
0.96,1750.503364,324.1892139
0.96,1783.776961,332.2582362
0.96,1817.049856,340.0608407
0.96,1850.321648,347.4447884
0.96,1883.591532,354.105602
0.96,1916.861818,360.9186544
0.96,1950.131887,367.6492441
0.96,1983.401731,374.2946525
0.96,2016.670201,380.4190056
0.96,2049.93674,385.8111627
0.96,2083.202109,390.75929
0.96,2116.467979,395.8977158
0.96,2149.732846,400.6555447
0.96,2182.997954,405.5047168
0.96,2216.264386,410.8562768
0.96,2249.529353,415.6521654
0.96,2287.83317,420.682811
0.96,2316.056177,424.0640919
0.96,2349.319037,428.0607268
0.96,2382.581896,432.0573618
0.96,2415.844857,436.0920564
0.96,2449.107716,440.0886913
0.96,2482.370543,444.0726397
0.96,2515.632461,447.7122385
0.96,2548.893386,450.974865
0.96,2582.153937,454.096127
0.96,2615.41479,457.331568
0.96,2648.675342,460.45283
0.96,2681.936194,463.688271
0.96,2715.196646,466.7714733
0.96,2748.456997,469.8166158
0.96,2781.71514,472.0244451
0.96,2814.972681,474.0039162
0.96,2848.231225,476.3639843
0.96,2881.489067,478.4576345
0.96,2914.747311,480.7035235
0.96,2948.005253,482.8352334
0.96,2979.751436,484.8565535
0.96,1656.039607,297.3527726
0.96,1628.822626,287.310601
0.96,1601.608293,278.2726165
0.96,1585.879911,271.3268153
0.96,1568.427521,264.2898874
0.96,1568.275153,255.571111
0.96,1569.847116,249.4531545
0.96,1570.150996,243.1374394
0.96,1570.454439,236.6562646
0.96,1570.119584,231.2243395
0.96,1571.561867,225.6552236
0.96,1599.383043,223.04046
0.96,1629.478057,220.7929613
0.96,1658.844917,218.6705583
0.96,1687.16409,217.0525941
0.96,1715.482104,214.9947492
0.96,1746.262722,213.0620352
0.96,1781.796384,212.3925172
0.96,1818.277276,211.7996862
0.96,1852.893016,211.1180514
0.96,1887.509022,210.5373066
0.96,1926.32086,209.8678249
0.96,1964.083915,209.2871148
0.96,1995.553873,209.085682
0.96,2033.726379,209.0739965
0.96,2076.969727,209.2883607
0.96,2116.191782,209.4784669
0.96,2148.711788,209.6684991
0.96,2184.379673,210.1733431
0.96,2220.047196,210.5409766
0.96,2258.863098,211.4130952
0.96,2293.481403,211.7040406
0.96,2329.149458,212.2734543
0.96,2366.91528,212.742001
0.96,2407.828279,213.2590097
0.96,2444.545382,213.8405417
0.96,2480.213969,214.6117355
0.96,2516.930775,215.0802706
0.96,2551.54991,215.6859931
0.96,2589.316998,216.6347766
0.96,2623.937133,217.6198458
0.96,2664.850738,218.3668838
0.96,2706.813721,219.2511439
0.96,2744.580075,219.9214708
0.96,2779.200476,221.00743
0.96,2812.7702,221.4638236
0.96,2847.390569,222.5376761
0.96,2880.960592,223.1070666
0.96,2908.237144,223.9144882
0.96,2939.709901,224.7744189
0.96,2970.132938,225.3679883
0.96,2994.261878,225.9614882
0.962,2200.716957,310.8621682
0.962,2222.061787,316.6205391
0.962,2258.362137,326.1358632
0.962,2291.63453,333.7481691
0.962,2324.907024,341.3985348
0.962,2358.174901,347.2981544
0.962,2391.439266,351.8656848
0.962,2424.702829,356.1287376
0.962,2457.966893,360.5820889
0.962,2491.231157,365.1115596
0.962,2524.493214,368.8037169
0.962,2555.16259,371.8923277
0.962,2591.016726,375.9596735
0.962,2624.278382,379.4995921
0.962,2657.540338,383.1536898
0.962,2690.80089,386.2749518
0.962,2724.060037,388.863378
0.962,2757.318682,391.2615058
0.962,2790.575219,392.8603799
0.962,2823.831757,394.4592541
0.962,2857.089378,396.4691729
0.962,2890.345735,397.9995397
0.962,2923.60167,399.3700557
0.962,2956.858107,400.9308701
0.962,3000.686787,402.4649142
0.962,2178.885143,304.6516133
0.962,2183.744247,296.8146617
0.962,2188.949415,288.2372875
0.962,2194.216599,280.7059422
0.962,2199.484886,273.5930082
0.962,2206.512211,265.2248598
0.962,2243.264778,263.3424145
0.962,2284.803618,262.5060504
0.962,2325.588269,262.0880892
0.962,2372.415255,261.6701947
0.962,2419.998083,261.4615141
0.962,2466.069225,260.8344056
0.962,2512.142574,261.0441198
0.962,2555.95115,261.6722202
0.962,2593.716289,261.8818426
0.962,2639.034897,262.3007541
0.962,2679.821847,262.7544831
0.962,2723.630332,263.3477159
0.962,2769.075282,263.9409668
0.962,2818.80316,265.6500285
0.962,2858.838587,267.5333211
0.962,2896.609794,270.0442058
0.962,2929.092304,271.9274151
0.962,2965.351824,274.0198718
0.962,2997.961595,276.4260967
