Efficiency,Speed (RPM),Torque (Nm)
0.82,2821.203242,28.60927146
0.82,2865.498562,28.55093954
0.82,2899.726774,28.24163227
0.82,3018.518745,28.69300825
0.82,3062.814079,28.27296921
0.82,3107.1094,28.18398367
0.82,3151.404707,28.46444901
0.82,3195.70002,28.57551573
0.82,3255.456795,28.58532216
0.84,703.0758614,177.2970309
0.84,701.0631344,159.5148465
0.84,701.0635988,147.6601568
0.84,712.4710058,198.5373826
0.84,708.4466238,135.6084384
0.84,717.1684213,213.1585162
0.84,721.1988789,120.9886036
0.84,727.234885,229.8546202
0.84,743.3471016,106.5952716
0.84,741.3281105,248.7243836
0.84,755.4214367,265.0256309
0.84,777.575808,93.66773973
0.84,769.5148209,279.845042
0.84,785.6215822,295.8500719
0.84,801.7284015,310.3732657
0.84,819.858162,81.92935539
0.84,817.8352325,324.6000921
0.84,833.9420112,340.1605712
0.84,850.0488944,353.0537451
0.84,864.1537941,73.90379417
0.84,866.1556557,369.058775
0.84,882.2625215,382.3964998
0.84,908.4493692,67.33312669
0.84,902.3961946,396.7506405
0.84,926.5567285,410.7522628
0.84,952.7448451,63.29505201
0.84,948.7038401,424.7226872
0.84,968.8376063,436.6974223
0.84,997.0403316,58.98755256
0.84,995.2353082,449.9160071
0.84,1017.158624,465.9821024
0.84,1041.335774,55.81163713
0.84,1039.305799,478.3323859
0.84,1061.452946,491.3873648
0.84,1082.090064,503.4773914
0.84,1085.63115,54.30615525
0.84,1111.78749,518.0509912
0.84,1129.926582,51.39966458
0.84,1137.961485,531.1072107
0.84,1164.135504,543.5424702
0.84,1174.221999,48.87036859
0.84,1190.309465,557.4454533
0.84,1218.51738,47.2571168
0.84,1222.523667,572.0968604
0.84,1256.751377,584.6209239
0.84,1262.812756,45.75163492
0.84,1282.925392,597.1542669
0.84,1307.10812,44.56946275
0.84,1351.403489,43.27952068
0.84,1377.55508,628.2403549
0.84,1395.698863,41.82792375
0.84,1413.796232,640.2755623
0.84,1439.994212,41.02294626
0.84,1448.023952,652.5279559
0.84,1484.289536,40.86458821
0.84,1487.559789,664.7852349
0.84,1526.546499,677.3298595
0.84,1528.58494,38.65860194
0.84,1564.80108,689.2203261
0.84,1572.880258,38.66189874
0.84,1605.069048,702.0527319
0.84,1617.175582,38.50354069
0.84,1647.350466,714.2069358
0.84,1661.47094,37.48302338
0.84,1689.631897,726.0270529
0.84,1705.766257,37.48632019
0.84,1733.926856,735.1907918
0.84,1750.061585,37.22019223
0.84,1778.22184,743.7079112
0.84,1794.356939,36.30744483
0.84,1822.516792,753.0333049
0.84,1838.652256,36.31074164
0.84,1866.811768,761.7659641
0.84,1882.947574,36.31403844
0.84,1911.106746,770.4447384
0.84,1927.242946,34.91632647
0.84,1955.401745,778.5846631
0.84,1971.538302,33.94969412
0.84,1999.696746,786.6707029
0.84,2015.83362,33.95299092
0.84,2043.99175,794.6669344
0.84,2060.128937,33.95628773
0.84,2078.219746,799.8693799
0.84,2104.424259,33.85181463
0.84,2148.719619,32.77741237
0.84,2193.014936,32.78070917
0.84,2237.310254,32.78400598
0.84,2281.605572,32.78730279
0.84,2325.900889,32.79059959
0.84,2370.196207,32.7938964
0.84,2414.491524,32.7971932
0.84,2458.786842,32.80049001
0.84,2503.082168,32.588247
0.84,2547.377477,32.80708362
0.84,2591.672795,32.81038043
0.84,2635.968112,32.81367723
0.84,2680.26343,32.81697404
0.84,2724.558747,32.82027084
0.84,2768.854065,32.82356765
0.84,2813.149383,32.82686446
0.84,2845.364159,32.82926213
0.84,3018.518591,32.62660983
0.84,3062.8139,32.84544645
0.84,3107.109217,32.84874326
0.84,3151.404535,32.85204006
0.84,3195.699853,32.85533687
0.84,3237.981726,33.39194486
0.86,835.9618489,176.4178196
0.86,833.2779847,158.5367962
0.86,844.1085269,197.8161409
0.86,844.0167853,144.7071241
0.86,854.0811457,215.0950934
0.86,860.1248866,126.5029066
0.86,864.1476461,230.8527011
0.86,876.2277074,243.1034463
0.86,890.3269195,109.1465017
0.86,890.3211322,256.885572
0.86,906.4279399,271.705133
0.86,928.582406,97.92870548
0.86,924.5482235,285.1911912
0.86,938.6416396,299.1955924
0.86,956.761825,315.1859538
0.86,972.8781453,87.16758481
0.86,974.8821108,328.6127386
0.86,992.8448807,342.0858824
0.86,1015.831458,80.08578351
0.86,1013.136097,355.6936729
0.86,1031.256373,369.3674303
0.86,1049.37667,382.5274846
0.86,1061.469298,73.9723649
0.86,1075.838251,396.7212112
0.86,1095.68446,406.8085831
0.86,1105.764799,69.28767078
0.86,1119.845008,420.4479787
0.86,1150.060237,66.21952525
0.86,1144.005602,432.8972012
0.86,1172.193039,445.4702097
0.86,1194.35567,63.25914963
0.86,1200.38044,458.9817144
0.86,1228.567836,472.5920083
0.86,1238.651091,60.62208374
0.86,1258.768648,486.4070865
0.86,1282.946557,56.85343382
0.86,1294.204359,500.2746303
0.86,1316.485763,512.5933113
0.86,1327.241904,56.10234128
0.86,1343.330963,524.009682
0.86,1371.537293,54.27354968
0.86,1373.531837,536.2476631
0.86,1407.759514,549.5867366
0.86,1415.832695,52.12144836
0.86,1441.987177,563.2962691
0.86,1460.128047,51.26258591
0.86,1480.241718,576.2286184
0.86,1504.423434,49.48767926
0.86,1518.496324,587.4929397
0.86,1548.718781,48.73658673
0.86,1556.750911,599.2258677
0.86,1593.014128,47.98549419
0.86,1601.045785,610.5450047
0.86,1637.309486,46.96497688
0.86,1645.340588,623.6962301
0.86,1681.604846,45.89057463
0.86,1669.501392,630.8108421
0.86,1725.900167,45.78610153
0.86,1762.117916,655.2815042
0.86,1770.195531,44.60392936
0.86,1806.412811,666.0617916
0.86,1814.490872,44.01449168
0.86,1850.707681,677.4886985
0.86,1858.78619,44.01778849
0.86,1895.002598,687.7301364
0.86,1903.08156,42.67396146
0.86,1939.297482,698.7978103
0.86,1947.376895,42.24617865
0.86,1982.075533,707.7218683
0.86,1991.672223,41.98005069
0.86,2027.887379,717.6461759
0.86,2035.967568,41.2828431
0.86,2072.18238,725.7322156
0.86,2080.262894,41.07060009
0.86,2116.477398,733.3871758
0.86,2124.558211,41.0738969
0.86,2160.772443,740.3416316
0.86,2168.853529,41.0771937
0.86,2205.067514,746.6494679
0.86,2213.148847,41.08049051
0.86,2249.362588,752.8495343
0.86,2257.444164,41.08378732
0.86,2293.657682,758.5646361
0.86,2301.739566,38.931686
0.86,2337.952755,764.8185875
0.86,2346.034892,38.71944299
0.86,2382.247845,770.6414593
0.86,2390.33021,38.72273979
0.86,2426.542934,776.464331
0.86,2434.625527,38.7260366
0.86,2470.838083,780.7784241
0.86,2478.920841,38.83710331
0.86,2515.133383,781.2266566
0.86,2523.21615,39.05593993
0.86,2559.428857,777.2286108
0.86,2567.51148,38.73592702
0.86,2603.724572,767.1015364
0.86,2611.806796,38.79310878
0.86,2648.020301,756.5972673
0.86,2656.102092,39.33525511
0.86,2692.316024,746.2546531
0.86,2700.39741,39.33855192
0.86,2736.61181,734.2954903
0.86,2744.692727,39.34184873
0.86,2784.263312,722.0761333
0.86,2788.988045,39.34514553
0.86,2831.914875,708.315068
0.86,2827.243095,39.27390096
0.86,2865.975609,700.1757363
0.86,2905.741076,691.1641923
0.86,2950.842169,680.8144534
0.86,2966.169401,37.17599215
0.86,2999.701685,669.6351659
0.86,3010.464688,37.96062078
0.86,3044.668557,659.068081
0.86,3054.76002,37.58672291
0.86,3099.055338,37.59001972
0.86,3088.964328,647.5130554
0.86,3143.350655,37.59331652
0.86,3187.645939,38.45877258
0.86,3231.941219,39.42122155
0.86,3256.10228,39.97264633
0.88,1030.400359,193.7062677
0.88,1029.250925,165.7629849
0.88,1041.329623,212.8298247
0.88,1043.345732,144.2774089
0.88,1053.409674,225.3345989
0.88,1063.480569,128.9172053
0.88,1069.516459,240.7468944
0.88,1093.682433,115.8792945
0.88,1087.636649,256.6038905
0.88,1105.756926,270.2677691
0.88,1133.951381,103.6791459
0.88,1125.890613,284.2578015
0.88,1146.024232,299.9972987
0.88,1178.247016,95.5889227
0.88,1178.238292,318.2846572
0.88,1200.385377,332.9268473
0.88,1222.542603,88.6949455
0.88,1222.5325,346.6206623
0.88,1244.67967,359.1092506
0.88,1266.838122,83.57917175
0.88,1268.840183,373.6330437
0.88,1295.014169,386.9150668
0.88,1311.133606,79.32555726
0.88,1329.241786,401.7845242
0.88,1355.42905,76.09575687
0.88,1361.456004,416.0533824
0.88,1389.643509,426.8893495
0.88,1399.724513,72.38099191
0.88,1421.857769,440.0800895
0.88,1444.019924,70.01335078
0.88,1456.085482,452.5135964
0.88,1488.315317,68.07678927
0.88,1492.326617,464.9825349
0.88,1526.554315,477.8006135
0.88,1532.610732,65.60137823
0.88,1562.79538,492.0437569
0.88,1576.906124,63.71870167
0.88,1603.063332,505.2943698
0.88,1621.201534,61.35106054
0.88,1641.317905,517.3988794
0.88,1665.496875,60.76162286
0.88,1681.585838,531.1245779
0.88,1709.792228,59.84887546
0.88,1725.880621,544.7607679
0.88,1754.087616,58.07396881
0.88,1770.175426,557.8581083
0.88,1798.382996,56.46071703
0.88,1814.470262,570.1471744
0.88,1842.678322,56.24847402
0.88,1858.765177,580.4424973
0.88,1886.973678,55.28184167
0.88,1903.060114,590.1450857
0.88,1931.268996,55.28513847
0.88,1947.355019,600.6990563
0.88,1975.564379,53.61800173
0.88,1991.650011,609.0114129
0.88,2019.8597,53.51352863
0.88,2035.944982,617.851842
0.88,2064.155069,52.22358656
0.88,2080.23996,626.5306163
0.88,2108.450405,51.74191879
0.88,2124.53494,635.1555056
0.88,2152.745723,51.74521559
0.88,2156.749481,641.160687
0.88,2197.041078,50.77858324
0.88,2241.336404,50.56634024
0.88,2269.50037,662.3243115
0.88,2285.631722,50.56963704
0.88,2313.795405,669.5481921
0.88,2329.927044,50.46516394
0.88,2358.090446,676.6104177
0.88,2374.222427,48.7980272
0.88,2402.385468,684.157608
0.88,2418.517744,48.801324
0.88,2446.680538,690.4654443
0.88,2462.813062,48.80462081
0.88,2490.97557,697.7647638
0.88,2507.108373,48.96957248
0.88,2535.27067,703.3235992
0.88,2551.403697,48.81121442
0.88,2579.565772,708.8231613
0.88,2595.699015,48.81451123
0.88,2623.861055,709.7155598
0.88,2639.994332,48.81780803
0.88,2668.15639,709.287777
0.88,2684.289705,47.42009606
0.88,2712.451927,703.6870387
0.88,2728.585037,47.04619819
0.88,2756.747508,696.9547163
0.88,2772.880355,47.049495
0.88,2801.043136,689.036925
0.88,2817.175672,47.0527918
0.88,2845.338831,679.3948152
0.88,2849.390449,47.05518948
0.88,2889.634438,672.0158734
0.88,2933.930131,662.4276486
0.88,2978.225809,653.2320141
0.88,2986.303234,47.44257428
0.88,3022.521432,645.4604819
0.88,3030.598566,47.06867641
0.88,3066.817108,636.3033367
0.88,3074.893884,47.07197322
0.88,3111.112801,626.7151118
0.88,3119.189201,47.07527002
0.88,3155.40844,618.5278958
0.88,3163.484519,47.07856683
0.88,3199.704078,610.3406797
0.88,3207.779836,47.08186364
0.88,3255.445478,600.6765716
0.88,3256.763554,47.2548621
0.9,1324.307637,200.3521429
0.9,1322.404924,177.6987669
0.9,1331.264675,160.1544856
0.9,1341.329471,219.4286833
0.9,1349.386032,146.2265739
0.9,1359.449688,234.6040348
0.9,1381.601361,132.1218908
0.9,1379.583324,249.8980831
0.9,1399.717067,262.4655527
0.9,1423.883698,120.8253631
0.9,1423.877593,276.6760433
0.9,1455.420499,295.3071892
0.9,1468.17937,111.7759877
0.9,1488.691962,313.1963357
0.9,1512.47495,105.0975504
0.9,1522.864132,327.5850069
0.9,1556.770451,100.4128562
0.9,1552.734151,341.7170747
0.9,1582.934945,355.9978728
0.9,1601.065993,94.69357101
0.9,1615.14919,369.5590719
0.9,1645.361434,91.52843257
0.9,1649.376864,382.9804695
0.9,1689.644742,398.1155589
0.9,1689.656883,88.19086228
0.9,1728.092483,409.082237
0.9,1733.952335,84.74552209
0.9,1770.180796,420.7747874
0.9,1778.247735,82.64730572
0.9,1812.462194,433.4408984
0.9,1822.543148,80.22577963
0.9,1854.743634,445.0293103
0.9,1866.838539,78.34310308
0.9,1899.03847,457.3183764
0.9,1911.133893,77.43035568
0.9,1943.333326,469.1224779
0.9,1955.429288,75.43990922
0.9,1987.628226,479.7770338
0.9,1999.724638,74.63493172
0.9,2031.923117,490.6830528
0.9,2044.020017,73.07556489
0.9,2076.21801,501.5172252
0.9,2088.315374,72.05504758
0.9,2120.512938,511.4712767
0.9,2132.610723,71.25007009
0.9,2164.807847,521.8923311
0.9,2176.906085,70.12178288
0.9,2209.102785,531.5949195
0.9,2221.201403,70.12507969
0.9,2253.397775,539.950384
0.9,2265.496799,68.13463323
0.9,2297.692694,550.137937
0.9,2309.792131,67.76073536
0.9,2341.987684,558.4934015
0.9,2354.087474,67.11741273
0.9,2386.282673,566.902751
0.9,2398.382813,66.58186
0.9,2430.577733,573.4800121
0.9,2442.678153,65.99242232
0.9,2474.872801,579.8417334
0.9,2486.973522,64.70248025
0.9,2519.167897,585.5029503
0.9,2531.268835,64.81354697
0.9,2563.462972,591.7030167
0.9,2575.564153,64.81684377
0.9,2607.758063,597.4791882
0.9,2619.859523,63.47301675
0.9,2652.053158,603.1871054
0.9,2664.154857,63.04523393
0.9,2696.348286,608.0310671
0.9,2708.450175,63.04853073
0.9,2740.643421,612.6774507
0.9,2752.745493,63.05182754
0.9,2782.925229,614.8898808
0.9,2797.04081,63.05512435
0.9,2841.336128,63.05842115
0.9,2885.631445,63.06171796
0.9,2921.851631,610.3199997
0.9,2929.92678,62.63393514
0.9,2966.147093,606.6591197
0.9,2974.222127,61.8828426
0.9,3010.442595,601.9528716
0.9,3018.517455,61.61671464
0.9,3054.738132,596.3413563
0.9,3099.033774,588.0787013
0.9,3143.329357,581.292494
0.9,3163.483938,61.89692895
0.9,3187.624964,573.9135522
0.9,3212.330006,61.90056446
0.9,3229.907109,567.5043897
0.9,3255.659699,62.10136756
0.9,3256.964849,564.1554735
0.92,1845.692774,201.345482
0.92,1854.75403,179.6351389
0.92,1864.819593,219.3194619
0.92,1880.929112,164.9372718
0.92,1882.939842,233.6946219
0.92,1905.086951,247.7243198
0.92,1919.184697,151.199456
0.92,1931.260905,261.8107683
0.92,1963.480429,140.641302
0.92,1961.461804,273.4136767
0.92,1994.347221,286.1928455
0.92,2007.776014,133.8012097
0.92,2025.084986,298.9788166
0.92,2052.071553,128.1465864
0.92,2064.144917,311.3826701
0.92,2096.367027,124.1623967
0.92,2104.412833,325.5310661
0.92,2140.662526,119.5315876
0.92,2146.694212,338.6875301
0.92,2184.957998,115.6012828
0.92,2188.975627,350.917173
0.92,2229.253411,113.1797567
0.92,2233.270472,362.9906993
0.92,2273.548863,109.7344165
0.92,2277.565304,375.3875353
0.92,2317.844287,107.0165232
0.92,2321.860193,386.3294776
0.92,2362.139688,104.9021413
0.92,2366.155163,395.2130147
0.92,2406.435038,104.0863868
0.92,2410.450187,402.6965694
0.92,2450.730423,102.3653651
0.92,2454.745195,410.6091509
0.92,2490.998871,102.9243181
0.92,2499.040185,418.9753925
0.92,2543.335221,426.166942
0.92,2587.630241,433.7680172
0.92,2621.468885,98.61798079
0.92,2631.925276,440.9918978
0.92,2664.153467,98.54464108
0.92,2676.220338,447.5152739
0.92,2708.448823,97.55286241
0.92,2720.515402,453.9847651
0.92,2752.744179,96.58084157
0.92,2764.810464,460.5081412
0.92,2797.039528,95.7902334
0.92,2809.105577,465.7382785
0.92,2841.334914,94.04226922
0.92,2853.40065,471.9922299
0.92,2885.630244,93.72225631
0.92,2897.695748,477.5995618
0.92,2929.925602,92.70173901
0.92,2941.990852,483.0452389
0.92,2974.22092,92.70503581
0.92,2986.28605,486.119978
0.92,3018.516264,92.03263241
0.92,3030.581287,488.170903
0.92,3062.811648,90.34069148
0.92,3074.876586,488.6591644
0.92,3107.106965,90.34398829
0.92,3119.171922,488.1774967
0.92,3151.402283,90.3472851
0.92,3163.467371,484.8399264
0.92,3195.6976,90.3505819
0.92,3207.762775,482.6339401
0.92,3257.046762,90.29829412
0.92,3256.746676,478.1183965
0.93,2337.898255,203.8170314
0.93,2357.534418,185.5490988
0.93,2356.094655,226.4688403
0.93,2376.228393,239.1647358
0.93,2394.351771,173.6509622
0.93,2406.4292,253.096244
0.93,2438.64745,164.4399321
0.93,2444.683699,267.1073829
0.93,2482.943078,156.5086695
0.93,2486.599045,279.1269327
0.93,2527.233053,292.9136425
0.93,2527.238619,150.8136325
0.93,2571.527961,303.3590735
0.93,2571.534106,146.5061331
0.93,2611.796032,313.566056
0.93,2615.829575,142.6297132
0.93,2652.064117,323.4164285
0.93,2660.125028,139.184373
0.93,2696.359065,332.8495921
0.93,2704.420442,136.708962
0.93,2740.654013,342.2827557
0.93,2732.608417,135.5615143
0.93,2784.948995,350.8537601
0.93,2829.243996,358.9397999
0.93,2856.53078,129.0686199
0.93,2873.538995,367.0797246
0.93,2901.736298,127.78023
0.93,2917.834021,374.5191449
0.93,2946.03165,126.9154297
0.93,2962.129062,381.5813706
0.93,2992.495325,125.5096599
0.93,3005.561232,388.0088666
0.93,3034.622361,124.9851339
0.93,3050.719212,393.9707265
0.93,3078.917719,123.9646166
0.93,3095.014354,398.4572514
0.93,3123.213085,122.7285595
0.93,3139.309585,400.6698313
0.93,3167.508453,121.4386175
0.93,3183.604848,402.0741369
0.93,3211.803792,120.9045492
0.93,3227.900162,402.1852036
0.93,3255.850565,119.723843
0.93,3257.715268,402.1782937
