IO-540,Exact version not stated,"Saarlas, M., ""Aircraft Performance"", Wiley (2006), Figure 2 - D3, https://doi.org/10.1002/9780470117859.app4"
Wasp_Major_B13,,"Hill, PG., Peterson CR., ""Mechanics and Thermodynamics Of Propulsion"", Addison-Wesley 1965, Figure 6-28, https://archive.org/details/MechanicsAndThermodynamicsOfPropulsionHillPeterson/"
