TAS (m/s),Thrust (N),Altitude (m),Mach Number
265.6113451,2645.832777,13716,0.9001653879608336
273.9372273,2682.8446719999997,13716,0.9283820704141285
282.2632641,2730.344173,13716,0.9565992768117936
290.5891021,2764.359609,13716,0.9848158094698672
298.91494,2798.375045,13716,1.013032341789038
305.3486368,2831.083927,13716,1.0348363470878852
320.1081127,2893.812966,13716,1.0848566854308126
328.43403900000004,2933.821319,13716,1.1130735173404254
336.7597665,2960.345609,13716,1.1412896755104465
345.0855603,2991.364586,13716,1.1695060583732992
353.4113098,3019.3871050000002,13716,1.1977222911020278
361.7370815,3048.907853,13716,1.22593859906727
370.0626543,3064.9445370000003,13716,1.2541542329540176
378.38838169999997,3091.468827,13716,1.2823703907851354
386.7139987,3110.501969,13716,1.3105861744671041
395.0396599,3132.531571,13716,1.3388021079442938
403.3652106,3147.070025,13716,1.3670176669334309
411.6906729,3155.615562,13716,1.3952329263321257
420.0161794,3167.157558,13716,1.4234483355260417
428.34166380000005,3177.2013239999997,13716,1.4516636698223475
436.66699349999993,3176.757485,13716,1.479878479835379
444.9923674,3179.310105,13716,1.508093439643632
453.317675,3177.368036,13716,1.5363081747590535
461.64291629999997,3170.9312800000002,13716,1.5645226851816432
469.968224,3168.989211,13716,1.592737420635968
478.29353160000005,3167.0471420000003,13716,1.6209521557513895
486.6188392,3165.105074,13716,1.6491668908668107
494.94414680000006,3163.163005,13716,1.6773816259822323
503.2695428,3167.213854,13716,1.7055966606880955
511.5951377,3184.748768,13716,1.7338123694724537
519.9205337000001,3188.799617,13716,1.7620274041783173
528.2458634,3188.3557769999998,13716,1.7902422141913488
536.5713478,3198.3995440000003,13716,1.8184575484876544
544.8969647999999,3217.432686,13716,1.8466733321696225
553.2222724,3215.490618,13716,1.8748880672850443
561.5475799999999,3213.5485489999996,13716,1.9031028024004655
569.8728876,3211.606481,13716,1.931317537515887
578.1981952000001,3209.664412,13716,1.959532272631309
588.9144738,3207.1645949999997,13716,1.9958500853355572
